Age,Gender,City,Occupation,Monthly_Income,Orders_Per_Week,Apps_Used,Delivery_Speed_Importance,Food_Quality_Importance,Willingness_Wait_Extra,Multi_Restaurant_Order,Diet_Preferences,Open_Personalized_Suggestions,Important_Features,Group_Order_Frequency,Spend_Per_Order,Max_Premium_Pay,Promotion_Motivation,Stopped_Using_App,Reason_Stopped,EcoFriendly_Packaging_Importance,Trust_AI_Recommendations,Comfortable_Sharing_Data,Emotional_Connection_App,Willingness_Try_App
38,Male,Chennai,Homemaker,20000-50000,3-5,"Others, Talabat, Uber Eats",5,5,5,Yes,Vegetarian,No,"Sustainability, Ethical sourcing, Fast delivery",Rarely,<250,400-600,Free delivery,Yes,Poor Customer Service,4,Yes,No,3,3
26,Male,Kolkata,Employed - Full Time,50001-80000,<1,"Others, Talabat",4,3,2,No,No preference,No,"Combo offers, Sustainability, Fast delivery",Sometimes,250-500,>1000,Combo deals,No,NA,5,Yes,Yes,3,3
39,Female,Chennai,Employed - Full Time,50001-80000,1-2,"Zomato, Uber Eats",3,5,3,Yes,Keto,No,"Discounts, Ethical sourcing, Fresh food",Often,250-500,<400,Combo deals,No,NA,1,Yes,Yes,2,5
33,Male,Mumbai,Homemaker,20000-50000,1-2,"Others, Deliveroo, Swiggy",4,4,4,Yes,Other,Yes,"Fast delivery, Sustainability, Fresh food",Often,250-500,400-600,Combo deals,No,NA,5,No,Yes,3,1
27,Male,Chennai,Homemaker,20000-50000,<1,"Others, Deliveroo, Swiggy",5,4,3,Yes,No preference,Yes,"Combo offers, Discounts, Sustainability",Often,250-500,400-600,Combo deals,Yes,Poor Food Quality,4,Yes,Yes,5,4
33,Male,Mumbai,Currently Unemployed,20000-50000,1-2,"Others, Uber Eats, Talabat",4,4,5,No,No preference,Yes,"Ethical sourcing, Fresh food, Combo offers",Often,250-500,400-600,Cashback,No,NA,3,Maybe,No,4,4
34,Male,Delhi,Retired,50001-80000,1-2,Swiggy,3,5,3,No,No preference,Yes,"Combo offers, Ethical sourcing, Discounts",Often,501-800,400-600,Combo deals,Yes,Other,2,No,Yes,2,3
33,Female,Kolkata,Self-employed,50001-80000,3-5,"Deliveroo, Talabat, Swiggy",4,4,5,Yes,Keto,No,"Fresh food, Ethical sourcing, Sustainability",Sometimes,801-1200,601-800,Combo deals,No,NA,2,Yes,Yes,4,5
22,Female,Hyderabad,Homemaker,80001-120000,3-5,"Others, Zomato",4,5,4,Yes,Gluten-free,No,"Fresh food, Fast delivery, Combo offers",Sometimes,<250,<400,Combo deals,No,NA,1,Yes,Yes,5,4
26,Male,Chennai,Employed - Part Time,>120000,1-2,Deliveroo,5,5,5,Yes,No preference,Yes,"Discounts, Sustainability, Fresh food",Rarely,250-500,>1000,Cashback,Yes,Limited Food Choices,3,Maybe,Yes,2,5
28,Female,Mumbai,Employed - Full Time,20000-50000,1-2,"Talabat, Uber Eats, Swiggy",4,5,5,No,No preference,Yes,"Fresh food, Discounts, Ethical sourcing",Sometimes,501-800,<400,Loyalty points,Yes,Poor Customer Service,1,Maybe,No,3,3
29,Female,Bangalore,Homemaker,<20000,1-2,"Swiggy, Uber Eats",3,3,5,Yes,No preference,Yes,"Combo offers, Sustainability, Ethical sourcing",Sometimes,501-800,801-1000,Cashback,No,NA,5,Yes,No,2,2
33,Female,Kolkata,Employed - Part Time,<20000,1-2,"Uber Eats, Deliveroo",5,5,4,Yes,No preference,No,"Combo offers, Discounts, Ethical sourcing",Often,<250,801-1000,Combo deals,No,NA,3,Yes,Yes,3,2
30,Male,Chennai,Employed - Part Time,20000-50000,1-2,"Talabat, Uber Eats, Others",2,5,3,Yes,Other,Yes,"Combo offers, Fresh food, Sustainability",Sometimes,250-500,400-600,Loyalty points,No,NA,4,No,Yes,4,3
23,Male,Pune,Employed - Part Time,80001-120000,<1,Talabat,3,3,2,Yes,No preference,Yes,"Fast delivery, Combo offers, Discounts",Rarely,250-500,<400,Combo deals,Yes,Poor Food Quality,5,No,Yes,2,4
31,Prefer not to say,Delhi,Currently Unemployed,50001-80000,<1,"Deliveroo, Zomato, Talabat",4,3,4,Yes,Gluten-free,Yes,"Ethical sourcing, Fast delivery, Discounts",Rarely,<250,400-600,Loyalty points,No,NA,2,Yes,Yes,1,5
33,Female,Delhi,Currently Unemployed,20000-50000,1-2,"Talabat, Others, Swiggy",4,3,5,Yes,Vegetarian,Yes,"Discounts, Sustainability, Combo offers",Sometimes,801-1200,400-600,Combo deals,Yes,Limited Food Choices,5,Yes,Yes,3,3
32,Male,Bangalore,Employed - Part Time,20000-50000,3-5,"Zomato, Swiggy",1,2,4,No,No preference,No,"Sustainability, Combo offers, Fresh food",Sometimes,501-800,801-1000,Combo deals,No,NA,4,Yes,Yes,3,5
35,Male,Mumbai,Retired,50001-80000,<1,Deliveroo,4,5,5,Yes,Vegetarian,Yes,"Ethical sourcing, Discounts, Fresh food",Rarely,501-800,400-600,Loyalty points,No,NA,3,Maybe,Yes,3,4
34,Male,Chennai,Currently Unemployed,50001-80000,1-2,"Zomato, Deliveroo, Swiggy",3,5,4,Yes,Vegetarian,Yes,"Ethical sourcing, Sustainability, Fresh food",Rarely,250-500,400-600,Loyalty points,No,NA,2,Yes,Yes,4,4
32,Female,Kolkata,Self-employed,20000-50000,1-2,"Others, Deliveroo, Talabat",3,4,2,Yes,Vegetarian,Yes,"Discounts, Fast delivery, Combo offers",Sometimes,<250,601-800,Combo deals,Yes,Poor Customer Service,2,Maybe,No,1,3
29,Female,Mumbai,Employed - Part Time,>120000,1-2,Others,5,5,2,Yes,No preference,Yes,"Combo offers, Ethical sourcing, Sustainability",Rarely,801-1200,>1000,Cashback,No,NA,3,No,Yes,3,3
21,Female,Delhi,Self-employed,50001-80000,<1,"Swiggy, Talabat",3,5,3,No,No preference,Yes,"Sustainability, Fast delivery, Fresh food",Rarely,<250,400-600,Cashback,No,NA,2,Yes,No,2,5
32,Male,Mumbai,Self-employed,<20000,>5,Swiggy,1,4,2,Yes,No preference,Yes,"Discounts, Combo offers, Sustainability",Rarely,250-500,801-1000,Cashback,No,NA,3,No,Yes,5,2
31,Female,Delhi,Employed - Part Time,80001-120000,3-5,"Talabat, Deliveroo, Others",3,5,4,Yes,Keto,Yes,"Sustainability, Fast delivery, Fresh food",Sometimes,250-500,400-600,Cashback,Yes,Delayed Delivery,2,Yes,No,3,5
31,Female,Mumbai,Employed - Full Time,<20000,1-2,"Others, Swiggy",5,5,5,Yes,No preference,No,"Ethical sourcing, Discounts, Fast delivery",Sometimes,250-500,601-800,Loyalty points,No,NA,4,No,Yes,2,4
23,Male,Bangalore,Retired,80001-120000,1-2,"Uber Eats, Talabat, Swiggy",2,5,4,Yes,No preference,Yes,"Combo offers, Fresh food, Ethical sourcing",Rarely,250-500,601-800,Loyalty points,No,NA,2,No,No,1,5
24,Female,Hyderabad,Employed - Part Time,>120000,<1,Swiggy,3,4,3,Yes,Keto,Yes,"Fresh food, Ethical sourcing, Sustainability",Often,250-500,601-800,Cashback,Yes,High Cost,5,Yes,Yes,2,4
35,Other,Bangalore,Employed - Part Time,50001-80000,1-2,"Deliveroo, Zomato, Uber Eats",4,5,1,Yes,Vegetarian,Yes,"Discounts, Fresh food, Ethical sourcing",Rarely,801-1200,400-600,Free delivery,No,NA,3,Yes,No,2,3
29,Male,Bangalore,Currently Unemployed,50001-80000,3-5,"Talabat, Others, Swiggy",4,3,3,Yes,Vegetarian,Yes,"Ethical sourcing, Sustainability, Fresh food",Rarely,501-800,400-600,Free delivery,Yes,Poor Customer Service,5,Maybe,No,3,4
33,Female,Hyderabad,Employed - Part Time,20000-50000,<1,"Deliveroo, Others",1,5,3,No,No preference,Yes,"Combo offers, Discounts, Ethical sourcing",Rarely,<250,400-600,Free delivery,Yes,Limited Food Choices,3,Yes,Yes,4,1
30,Male,Hyderabad,Employed - Full Time,80001-120000,1-2,Zomato,4,4,3,Yes,No preference,No,"Fresh food, Fast delivery, Ethical sourcing",Rarely,501-800,400-600,Combo deals,Yes,Delayed Delivery,5,Yes,Yes,3,4
30,Female,Chennai,Currently Unemployed,50001-80000,1-2,Others,3,5,2,Yes,Keto,Yes,"Discounts, Combo offers, Fresh food",Rarely,250-500,400-600,Cashback,No,NA,3,Yes,No,3,2
34,Female,Kolkata,Student,50001-80000,1-2,"Deliveroo, Swiggy",5,4,3,No,Other,Yes,"Combo offers, Sustainability, Fast delivery",Rarely,250-500,601-800,Combo deals,No,NA,4,Maybe,No,4,4
27,Female,Kolkata,Student,80001-120000,3-5,Uber Eats,3,3,3,Yes,Vegan,Yes,"Discounts, Fast delivery, Sustainability",Sometimes,501-800,400-600,Loyalty points,No,NA,1,No,No,3,2
30,Female,Chennai,Self-employed,>120000,<1,"Others, Swiggy",3,5,5,Yes,Vegetarian,Yes,"Sustainability, Fresh food, Ethical sourcing",Sometimes,250-500,<400,Loyalty points,Yes,Poor Customer Service,4,No,No,1,5
27,Male,Bangalore,Retired,80001-120000,3-5,Others,3,3,2,Yes,Keto,Yes,"Fresh food, Combo offers, Fast delivery",Sometimes,250-500,601-800,Free delivery,No,NA,2,Yes,No,2,4
27,Female,Bangalore,Self-employed,20000-50000,1-2,"Swiggy, Zomato, Uber Eats",3,5,1,Yes,Vegan,Yes,"Fast delivery, Ethical sourcing, Discounts",Sometimes,501-800,801-1000,Free delivery,No,NA,4,Yes,Yes,4,5
28,Female,Delhi,Employed - Full Time,>120000,3-5,"Zomato, Others, Uber Eats",4,5,1,Yes,Vegetarian,Yes,"Sustainability, Ethical sourcing, Combo offers",Rarely,801-1200,400-600,Loyalty points,Yes,Other,2,Yes,Yes,4,1
31,Male,Delhi,Homemaker,50001-80000,1-2,"Talabat, Swiggy, Zomato",3,5,3,Yes,Vegetarian,Yes,"Fresh food, Sustainability, Fast delivery",Often,250-500,<400,Free delivery,Yes,Delayed Delivery,4,Yes,Yes,1,4
27,Female,Kolkata,Retired,80001-120000,1-2,"Zomato, Swiggy",3,2,4,No,Gluten-free,Yes,"Discounts, Fast delivery, Fresh food",Rarely,<250,801-1000,Free delivery,No,NA,2,No,Yes,2,3
36,Female,Chennai,Student,50001-80000,3-5,"Swiggy, Others",4,5,4,Yes,Vegetarian,Yes,"Sustainability, Ethical sourcing, Discounts",Sometimes,250-500,801-1000,Loyalty points,No,NA,3,No,Yes,4,4
25,Male,Pune,Self-employed,20000-50000,1-2,"Uber Eats, Talabat, Swiggy",4,5,3,Yes,No preference,Yes,"Sustainability, Fresh food, Ethical sourcing",Rarely,250-500,<400,Combo deals,No,NA,4,Yes,Yes,3,5
29,Female,Pune,Student,20000-50000,1-2,"Deliveroo, Swiggy, Others",3,5,4,Yes,Gluten-free,Yes,"Ethical sourcing, Fresh food, Combo offers",Often,250-500,<400,Free delivery,No,NA,5,No,Yes,4,5
27,Female,Chennai,Employed - Full Time,50001-80000,1-2,Zomato,3,3,3,Yes,Vegetarian,Yes,"Sustainability, Discounts, Ethical sourcing",Sometimes,250-500,400-600,Combo deals,Yes,Limited Food Choices,4,Yes,Yes,2,3
37,Male,Delhi,Employed - Full Time,50001-80000,3-5,"Swiggy, Uber Eats, Zomato",3,4,4,Yes,No preference,No,"Fresh food, Ethical sourcing, Combo offers",Rarely,501-800,601-800,Free delivery,No,NA,5,Yes,Yes,5,5
30,Prefer not to say,Kolkata,Homemaker,20000-50000,1-2,"Uber Eats, Swiggy",1,5,1,Yes,Vegan,Yes,"Discounts, Combo offers, Ethical sourcing",Sometimes,<250,<400,Cashback,No,NA,4,Maybe,Yes,4,4
35,Male,Kolkata,Homemaker,50001-80000,3-5,"Swiggy, Others, Zomato",2,3,3,Yes,No preference,Yes,"Combo offers, Fresh food, Discounts",Rarely,250-500,400-600,Combo deals,Yes,Poor Customer Service,4,No,Yes,2,5
22,Male,Delhi,Currently Unemployed,20000-50000,1-2,Zomato,4,4,4,No,No preference,Yes,"Ethical sourcing, Discounts, Sustainability",Sometimes,250-500,400-600,Combo deals,Yes,Other,2,No,Yes,3,4
31,Male,Pune,Retired,80001-120000,1-2,"Talabat, Others",5,4,4,Yes,Vegetarian,No,"Sustainability, Combo offers, Fast delivery",Sometimes,250-500,801-1000,Free delivery,No,NA,2,Yes,No,2,5
34,Female,Mumbai,Employed - Full Time,20000-50000,3-5,"Zomato, Swiggy",3,5,4,No,No preference,No,"Combo offers, Discounts, Sustainability",Rarely,>1200,400-600,Combo deals,No,NA,5,Yes,Yes,3,5
30,Female,Mumbai,Self-employed,<20000,1-2,Others,3,5,2,No,No preference,Yes,"Discounts, Fast delivery, Sustainability",Rarely,250-500,400-600,Cashback,No,NA,4,Yes,No,4,2
35,Male,Delhi,Student,20000-50000,3-5,"Zomato, Talabat",2,5,2,Yes,No preference,Yes,"Combo offers, Sustainability, Fresh food",Rarely,801-1200,>1000,Loyalty points,No,NA,4,Maybe,Yes,3,3
27,Male,Mumbai,Employed - Part Time,<20000,>5,Others,3,4,5,No,No preference,No,"Fresh food, Ethical sourcing, Discounts",Sometimes,801-1200,400-600,Cashback,Yes,Other,4,No,Yes,4,3
37,Female,Hyderabad,Homemaker,20000-50000,1-2,Uber Eats,1,4,2,No,Vegetarian,Yes,"Ethical sourcing, Fresh food, Fast delivery",Rarely,501-800,400-600,Loyalty points,No,NA,4,Yes,Yes,2,4
41,Male,Chennai,Employed - Part Time,<20000,<1,Deliveroo,5,5,2,Yes,No preference,Yes,"Sustainability, Fast delivery, Fresh food",Sometimes,<250,601-800,Cashback,No,NA,4,Maybe,Yes,4,5
28,Female,Chennai,Self-employed,<20000,<1,"Swiggy, Talabat, Uber Eats",4,5,2,No,Vegetarian,No,"Discounts, Combo offers, Sustainability",Often,801-1200,400-600,Cashback,No,NA,4,Yes,Yes,3,5
27,Female,Delhi,Homemaker,80001-120000,3-5,"Others, Zomato",5,5,3,Yes,Vegetarian,Yes,"Fast delivery, Discounts, Sustainability",Rarely,<250,601-800,Combo deals,No,NA,2,Maybe,Yes,4,4
37,Female,Bangalore,Employed - Part Time,80001-120000,3-5,"Swiggy, Uber Eats",5,5,2,Yes,Vegetarian,Yes,"Discounts, Sustainability, Fresh food",Often,<250,<400,Cashback,No,NA,4,Yes,No,2,4
37,Other,Pune,Retired,20000-50000,<1,Others,4,4,3,No,Vegetarian,No,"Fast delivery, Fresh food, Sustainability",Sometimes,250-500,<400,Free delivery,Yes,Delayed Delivery,4,Yes,No,3,2
27,Male,Delhi,Self-employed,>120000,<1,"Talabat, Deliveroo",4,5,3,Yes,Gluten-free,Yes,"Sustainability, Discounts, Fresh food",Rarely,<250,801-1000,Free delivery,No,NA,5,Yes,No,3,3
27,Prefer not to say,Mumbai,Student,<20000,<1,"Deliveroo, Others, Talabat",3,4,5,Yes,No preference,Yes,"Fresh food, Discounts, Combo offers",Sometimes,<250,400-600,Free delivery,No,NA,4,Yes,No,3,4
28,Female,Pune,Retired,50001-80000,3-5,"Uber Eats, Zomato, Deliveroo",4,4,1,Yes,No preference,Yes,"Ethical sourcing, Fast delivery, Discounts",Sometimes,250-500,601-800,Free delivery,No,NA,4,Maybe,Yes,3,2
23,Female,Bangalore,Self-employed,50001-80000,1-2,"Zomato, Deliveroo",5,5,3,No,Vegan,Yes,"Sustainability, Fast delivery, Fresh food",Sometimes,250-500,<400,Combo deals,No,NA,2,Maybe,Yes,3,3
25,Male,Mumbai,Currently Unemployed,20000-50000,1-2,"Talabat, Zomato, Deliveroo",2,3,4,No,Other,Yes,"Discounts, Combo offers, Fresh food",Rarely,501-800,<400,Free delivery,No,NA,2,No,Yes,5,4
24,Female,Kolkata,Homemaker,20000-50000,1-2,"Deliveroo, Talabat",5,3,4,Yes,No preference,Yes,"Discounts, Combo offers, Sustainability",Rarely,<250,601-800,Cashback,No,NA,5,Maybe,Yes,2,2
26,Male,Hyderabad,Employed - Full Time,20000-50000,3-5,"Uber Eats, Zomato, Others",3,4,3,No,Vegan,Yes,"Fast delivery, Discounts, Sustainability",Sometimes,250-500,400-600,Free delivery,No,NA,5,Yes,No,4,3
29,Male,Mumbai,Student,20000-50000,1-2,Uber Eats,5,4,4,Yes,Vegetarian,No,"Ethical sourcing, Sustainability, Fresh food",Sometimes,>1200,400-600,Combo deals,No,NA,3,Maybe,No,3,2
31,Male,Hyderabad,Retired,50001-80000,1-2,Deliveroo,5,5,1,Yes,No preference,Yes,"Ethical sourcing, Fast delivery, Discounts",Sometimes,250-500,<400,Loyalty points,Yes,Poor Food Quality,4,Maybe,No,3,5
37,Female,Pune,Retired,<20000,<1,"Talabat, Others, Zomato",4,3,4,Yes,No preference,No,"Combo offers, Fresh food, Sustainability",Rarely,501-800,400-600,Cashback,No,NA,2,Yes,No,3,3
25,Female,Hyderabad,Employed - Part Time,20000-50000,1-2,"Zomato, Talabat, Others",4,3,3,No,No preference,No,"Sustainability, Discounts, Ethical sourcing",Often,>1200,601-800,Cashback,Yes,Delayed Delivery,5,Yes,Yes,4,5
34,Female,Pune,Homemaker,20000-50000,3-5,"Talabat, Zomato, Deliveroo",4,3,2,Yes,No preference,Yes,"Discounts, Fast delivery, Sustainability",Often,<250,601-800,Combo deals,No,NA,2,Maybe,Yes,3,2
28,Female,Pune,Employed - Full Time,20000-50000,>5,"Talabat, Swiggy, Deliveroo",5,2,5,Yes,Keto,Yes,"Ethical sourcing, Sustainability, Fresh food",Rarely,250-500,601-800,Loyalty points,No,NA,5,Yes,Yes,4,5
29,Male,Pune,Self-employed,50001-80000,<1,Others,5,3,4,No,Vegan,No,"Discounts, Combo offers, Ethical sourcing",Rarely,801-1200,601-800,Free delivery,Yes,Poor Customer Service,4,Maybe,No,1,4
33,Female,Pune,Employed - Full Time,<20000,<1,Talabat,4,5,2,No,No preference,Yes,"Combo offers, Fast delivery, Discounts",Often,801-1200,400-600,Loyalty points,Yes,Limited Food Choices,3,Yes,No,4,5
24,Male,Pune,Homemaker,80001-120000,<1,"Talabat, Uber Eats",4,4,1,Yes,Vegan,Yes,"Discounts, Fresh food, Sustainability",Often,501-800,400-600,Cashback,Yes,Poor Customer Service,5,No,Yes,3,5
31,Female,Mumbai,Homemaker,20000-50000,1-2,"Talabat, Uber Eats",4,5,2,Yes,No preference,Yes,"Combo offers, Fast delivery, Discounts",Sometimes,<250,601-800,Cashback,No,NA,5,No,Yes,3,4
30,Female,Pune,Currently Unemployed,20000-50000,3-5,Talabat,5,5,4,No,No preference,No,"Fast delivery, Ethical sourcing, Combo offers",Often,801-1200,<400,Cashback,No,NA,3,Yes,Yes,3,5
32,Female,Mumbai,Currently Unemployed,50001-80000,<1,"Zomato, Deliveroo",4,5,2,No,No preference,Yes,"Sustainability, Fresh food, Ethical sourcing",Sometimes,<250,<400,Loyalty points,No,NA,5,Yes,Yes,3,4
31,Female,Pune,Employed - Full Time,<20000,1-2,Zomato,5,3,2,Yes,Other,Yes,"Ethical sourcing, Sustainability, Fast delivery",Rarely,250-500,801-1000,Free delivery,Yes,Poor Food Quality,5,Yes,No,3,4
42,Male,Hyderabad,Self-employed,50001-80000,1-2,Others,4,3,1,No,Keto,Yes,"Combo offers, Fresh food, Discounts",Sometimes,250-500,<400,Cashback,No,NA,5,Yes,Yes,3,4
26,Male,Kolkata,Employed - Full Time,50001-80000,<1,"Swiggy, Zomato, Deliveroo",2,5,4,No,No preference,No,"Fresh food, Combo offers, Sustainability",Sometimes,250-500,<400,Combo deals,No,NA,5,Maybe,Yes,3,5
27,Female,Pune,Homemaker,20000-50000,1-2,"Swiggy, Zomato",3,5,4,No,No preference,Yes,"Sustainability, Discounts, Combo offers",Often,501-800,400-600,Free delivery,Yes,Delayed Delivery,4,Yes,Yes,3,5
26,Male,Bangalore,Homemaker,<20000,1-2,"Swiggy, Zomato, Talabat",3,5,4,No,Other,Yes,"Fast delivery, Sustainability, Combo offers",Rarely,501-800,601-800,Cashback,No,NA,5,Maybe,No,3,3
27,Male,Pune,Employed - Part Time,20000-50000,1-2,"Deliveroo, Swiggy",2,5,2,Yes,No preference,Yes,"Discounts, Fast delivery, Ethical sourcing",Sometimes,501-800,400-600,Free delivery,Yes,Poor Customer Service,5,Yes,Yes,2,4
26,Female,Pune,Currently Unemployed,<20000,3-5,"Swiggy, Deliveroo, Uber Eats",2,5,5,Yes,Vegetarian,Yes,"Discounts, Combo offers, Fresh food",Sometimes,<250,400-600,Combo deals,No,NA,4,No,Yes,4,5
35,Female,Hyderabad,Employed - Part Time,<20000,1-2,"Swiggy, Deliveroo",4,5,4,Yes,Other,Yes,"Discounts, Fast delivery, Fresh food",Rarely,250-500,>1000,Loyalty points,Yes,Limited Food Choices,4,Maybe,Yes,4,5
37,Male,Chennai,Student,20000-50000,<1,"Deliveroo, Others",2,5,5,Yes,No preference,Yes,"Fast delivery, Combo offers, Sustainability",Rarely,501-800,601-800,Cashback,Yes,Poor Food Quality,3,Yes,Yes,2,5
27,Male,Hyderabad,Homemaker,20000-50000,>5,Uber Eats,3,4,3,No,Vegan,Yes,"Ethical sourcing, Combo offers, Discounts",Often,250-500,601-800,Combo deals,No,NA,5,Maybe,Yes,2,3
25,Female,Bangalore,Employed - Part Time,50001-80000,1-2,"Others, Swiggy, Uber Eats",4,5,3,No,No preference,No,"Fresh food, Discounts, Ethical sourcing",Sometimes,801-1200,<400,Cashback,No,NA,5,No,No,2,4
32,Female,Chennai,Employed - Full Time,50001-80000,3-5,"Zomato, Swiggy, Others",5,5,4,Yes,No preference,Yes,"Sustainability, Discounts, Fresh food",Sometimes,501-800,<400,Cashback,Yes,High Cost,4,Yes,No,4,4
27,Male,Delhi,Currently Unemployed,50001-80000,<1,Others,4,3,1,Yes,No preference,Yes,"Discounts, Combo offers, Sustainability",Often,501-800,400-600,Loyalty points,No,NA,4,Maybe,Yes,4,3
33,Male,Delhi,Currently Unemployed,<20000,<1,"Swiggy, Others",5,5,3,Yes,Vegetarian,No,"Combo offers, Sustainability, Discounts",Rarely,<250,<400,Loyalty points,No,NA,2,Yes,Yes,1,4
31,Male,Bangalore,Self-employed,20000-50000,<1,Uber Eats,4,5,4,Yes,No preference,Yes,"Fresh food, Ethical sourcing, Sustainability",Often,501-800,<400,Free delivery,Yes,Poor Customer Service,1,Yes,No,4,4
22,Male,Hyderabad,Employed - Full Time,80001-120000,<1,Deliveroo,3,5,4,Yes,No preference,Yes,"Sustainability, Fresh food, Fast delivery",Sometimes,801-1200,<400,Combo deals,No,NA,4,No,Yes,1,3
37,Male,Mumbai,Self-employed,50001-80000,1-2,Zomato,4,5,5,Yes,Gluten-free,No,"Combo offers, Fresh food, Discounts",Sometimes,250-500,400-600,Combo deals,No,NA,4,Maybe,Yes,2,3
38,Female,Bangalore,Employed - Part Time,80001-120000,3-5,"Deliveroo, Swiggy, Others",4,4,4,Yes,Vegetarian,Yes,"Sustainability, Ethical sourcing, Combo offers",Sometimes,501-800,601-800,Loyalty points,No,NA,5,Maybe,Yes,5,2
26,Female,Kolkata,Retired,20000-50000,1-2,"Others, Deliveroo",3,5,2,Yes,Vegetarian,Yes,"Sustainability, Fresh food, Discounts",Often,250-500,601-800,Cashback,Yes,Other,4,Yes,Yes,4,4
28,Female,Chennai,Student,50001-80000,1-2,"Uber Eats, Talabat",1,5,1,Yes,No preference,Yes,"Discounts, Fast delivery, Combo offers",Rarely,250-500,<400,Free delivery,No,NA,5,Maybe,Yes,4,4
31,Male,Chennai,Employed - Full Time,50001-80000,1-2,"Talabat, Others",4,5,3,No,No preference,Yes,"Fresh food, Ethical sourcing, Combo offers",Rarely,501-800,400-600,Loyalty points,No,NA,3,Maybe,No,3,3
31,Female,Pune,Employed - Full Time,20000-50000,<1,"Deliveroo, Talabat",1,4,3,Yes,Vegetarian,Yes,"Discounts, Fresh food, Fast delivery",Rarely,501-800,<400,Free delivery,No,NA,5,Maybe,No,3,4
33,Male,Delhi,Employed - Full Time,20000-50000,1-2,"Zomato, Others",4,4,2,Yes,Vegetarian,Yes,"Fast delivery, Fresh food, Combo offers",Rarely,801-1200,400-600,Free delivery,Yes,Other,3,Yes,Yes,4,2
40,Other,Chennai,Self-employed,50001-80000,1-2,"Deliveroo, Talabat",3,5,2,Yes,Vegan,Yes,"Discounts, Combo offers, Fresh food",Sometimes,250-500,400-600,Combo deals,No,NA,4,No,No,4,5
29,Female,Bangalore,Employed - Part Time,20000-50000,3-5,"Zomato, Uber Eats",4,3,4,Yes,No preference,Yes,"Fresh food, Sustainability, Ethical sourcing",Often,250-500,400-600,Free delivery,Yes,Limited Food Choices,4,Maybe,Yes,2,3
26,Male,Chennai,Employed - Full Time,20000-50000,>5,"Others, Talabat, Deliveroo",4,4,4,No,Vegan,Yes,"Fresh food, Fast delivery, Sustainability",Often,501-800,801-1000,Combo deals,No,NA,4,Yes,Yes,3,5
23,Female,Bangalore,Retired,50001-80000,1-2,"Talabat, Others",1,5,5,Yes,Vegan,No,"Fresh food, Sustainability, Combo offers",Rarely,<250,601-800,Cashback,No,NA,2,Maybe,Yes,4,4
26,Male,Mumbai,Employed - Full Time,80001-120000,1-2,"Zomato, Swiggy",3,4,4,No,Vegan,No,"Fast delivery, Combo offers, Fresh food",Sometimes,250-500,400-600,Cashback,Yes,Limited Food Choices,2,Yes,Yes,5,5
29,Female,Pune,Currently Unemployed,20000-50000,3-5,Swiggy,4,4,4,Yes,No preference,Yes,"Fast delivery, Sustainability, Discounts",Sometimes,<250,801-1000,Loyalty points,Yes,Poor Customer Service,5,Yes,No,4,3
38,Male,Delhi,Student,20000-50000,3-5,Swiggy,5,3,4,Yes,Keto,No,"Discounts, Ethical sourcing, Combo offers",Rarely,<250,601-800,Cashback,No,NA,4,Maybe,No,4,3
27,Male,Chennai,Currently Unemployed,20000-50000,1-2,Talabat,5,4,5,Yes,Vegetarian,Yes,"Combo offers, Fast delivery, Sustainability",Often,501-800,601-800,Combo deals,No,NA,5,Maybe,No,1,5
31,Female,Bangalore,Currently Unemployed,50001-80000,3-5,"Uber Eats, Swiggy",4,5,4,No,No preference,Yes,"Fresh food, Ethical sourcing, Discounts",Often,501-800,400-600,Free delivery,Yes,Delayed Delivery,3,Yes,Yes,3,3
29,Male,Hyderabad,Student,20000-50000,<1,Talabat,4,4,5,Yes,Vegetarian,Yes,"Fresh food, Sustainability, Ethical sourcing",Often,<250,400-600,Free delivery,No,NA,5,Yes,Yes,4,4
35,Female,Delhi,Retired,>120000,3-5,"Zomato, Swiggy",3,1,5,No,Vegetarian,Yes,"Sustainability, Fresh food, Fast delivery",Rarely,250-500,601-800,Cashback,No,NA,3,Maybe,Yes,1,3
42,Male,Mumbai,Employed - Part Time,20000-50000,<1,Others,3,5,5,Yes,No preference,No,"Discounts, Fast delivery, Ethical sourcing",Sometimes,<250,<400,Combo deals,No,NA,2,Maybe,No,4,4
27,Female,Bangalore,Currently Unemployed,20000-50000,1-2,Talabat,3,5,3,Yes,Keto,Yes,"Fast delivery, Discounts, Combo offers",Rarely,250-500,601-800,Free delivery,No,NA,3,No,Yes,5,5
27,Female,Kolkata,Employed - Part Time,50001-80000,3-5,Deliveroo,4,5,1,No,No preference,Yes,"Sustainability, Fast delivery, Fresh food",Rarely,<250,801-1000,Cashback,Yes,Poor Customer Service,5,No,Yes,2,5
35,Female,Kolkata,Currently Unemployed,80001-120000,1-2,"Uber Eats, Talabat, Deliveroo",3,3,2,No,Vegan,Yes,"Fresh food, Sustainability, Combo offers",Sometimes,250-500,601-800,Combo deals,No,NA,4,Maybe,Yes,4,4
33,Male,Pune,Homemaker,20000-50000,1-2,"Deliveroo, Others, Uber Eats",2,4,1,Yes,No preference,Yes,"Sustainability, Combo offers, Fresh food",Often,501-800,<400,Combo deals,Yes,Other,2,Yes,Yes,4,4
